Id: a1, Group: adulti, Belt: marrone, Peso: 72
Id: b19, Group: bambini, Belt: gialla, Peso: 32
Id: b20, Group: bambini, Belt: marrone, Peso: 20
Id: b21, Group: bambini, Belt: bianca, Peso: 15
Id: b22, Group: bambini, Belt: arancione, Peso: 14
Id: b23, Group: bambini, Belt: gialla, Peso: 20
Id: b24, Group: bambini, Belt: verde, Peso: 35
Id: b25, Group: bambini, Belt: bianca, Peso: 22
Id: b26, Group: bambini, Belt: bianca, Peso: 11
Id: b27, Group: bambini, Belt: marrone, Peso: 23
Id: b28, Group: bambini, Belt: nera, Peso: 23
Id: b29, Group: bambini, Belt: verde, Peso: 18
Id: b30, Group: bambini, Belt: gialla, Peso: 25
Id: b31, Group: bambini, Belt: gialla, Peso: 40
Id: b32, Group: bambini, Belt: gialla, Peso: 27
Id: b33, Group: bambini, Belt: marrone, Peso: 27
Id: b34, Group: bambini, Belt: bianca, Peso: 18
Id: b35, Group: bambini, Belt: verde, Peso: 29
Id: b36, Group: bambini, Belt: bianca, Peso: 31
Id: b37, Group: bambini, Belt: verde, Peso: 26
Id: b38, Group: bambini, Belt: bianca, Peso: 26
Id: b39, Group: bambini, Belt: nera, Peso: 22
Id: b40, Group: bambini, Belt: gialla, Peso: 26
