Id: a1, Group: adulti, Belt: nera, Peso: 79
Id: r15, Group: ragazzi, Belt: bianca, Peso: 54
Id: r16, Group: ragazzi, Belt: bianca, Peso: 67
Id: r17, Group: ragazzi, Belt: verde, Peso: 65
Id: r18, Group: ragazzi, Belt: nera, Peso: 44
Id: r19, Group: ragazzi, Belt: verde, Peso: 68
Id: r20, Group: ragazzi, Belt: gialla, Peso: 50
Id: r21, Group: ragazzi, Belt: marrone, Peso: 40
Id: r22, Group: ragazzi, Belt: blu, Peso: 40
Id: r23, Group: ragazzi, Belt: marrone, Peso: 49
Id: r24, Group: ragazzi, Belt: verde, Peso: 64
Id: r25, Group: ragazzi, Belt: gialla, Peso: 64
Id: r26, Group: ragazzi, Belt: bianca, Peso: 53
Id: r27, Group: ragazzi, Belt: gialla, Peso: 65
Id: r28, Group: ragazzi, Belt: arancione, Peso: 69
Id: r29, Group: ragazzi, Belt: bianca, Peso: 59
Id: r30, Group: ragazzi, Belt: marrone, Peso: 45
Id: r31, Group: ragazzi, Belt: gialla, Peso: 67
Id: r32, Group: ragazzi, Belt: arancione, Peso: 41
Id: r33, Group: ragazzi, Belt: marrone, Peso: 55
Id: r34, Group: ragazzi, Belt: marrone, Peso: 46
Id: b1, Group: bambini, Belt: gialla, Peso: 15
Id: b2, Group: bambini, Belt: marrone, Peso: 23
Id: b3, Group: bambini, Belt: arancione, Peso: 30
Id: b4, Group: bambini, Belt: blu, Peso: 22
Id: b5, Group: bambini, Belt: nera, Peso: 36
Id: b6, Group: bambini, Belt: verde, Peso: 19
Id: b7, Group: bambini, Belt: blu, Peso: 19
Id: b8, Group: bambini, Belt: gialla, Peso: 22
Id: b9, Group: bambini, Belt: bianca, Peso: 23
Id: b10, Group: bambini, Belt: verde, Peso: 20
Id: b11, Group: bambini, Belt: bianca, Peso: 33
Id: b12, Group: bambini, Belt: blu, Peso: 35
Id: b13, Group: bambini, Belt: verde, Peso: 34
Id: b14, Group: bambini, Belt: arancione, Peso: 39
Id: b15, Group: bambini, Belt: nera, Peso: 23
Id: b16, Group: bambini, Belt: bianca, Peso: 23
Id: b17, Group: bambini, Belt: marrone, Peso: 20
Id: b18, Group: bambini, Belt: marrone, Peso: 29
Id: b19, Group: bambini, Belt: nera, Peso: 19
Id: b20, Group: bambini, Belt: verde, Peso: 24
Id: b21, Group: bambini, Belt: gialla, Peso: 38
Id: b22, Group: bambini, Belt: gialla, Peso: 40
Id: b23, Group: bambini, Belt: verde, Peso: 22
Id: b24, Group: bambini, Belt: verde, Peso: 21
Id: b25, Group: bambini, Belt: gialla, Peso: 27
Id: b26, Group: bambini, Belt: marrone, Peso: 13
Id: b27, Group: bambini, Belt: marrone, Peso: 12
Id: b28, Group: bambini, Belt: nera, Peso: 25
Id: b29, Group: bambini, Belt: arancione, Peso: 21
Id: b30, Group: bambini, Belt: nera, Peso: 21
Id: b31, Group: bambini, Belt: gialla, Peso: 10
Id: b32, Group: bambini, Belt: gialla, Peso: 20
Id: b33, Group: bambini, Belt: verde, Peso: 39
Id: b34, Group: bambini, Belt: bianca, Peso: 10
Id: b35, Group: bambini, Belt: blu, Peso: 38
Id: b36, Group: bambini, Belt: arancione, Peso: 15
Id: b37, Group: bambini, Belt: bianca, Peso: 19
Id: b38, Group: bambini, Belt: marrone, Peso: 24
Id: b39, Group: bambini, Belt: marrone, Peso: 35
Id: b40, Group: bambini, Belt: verde, Peso: 14
