Id: a1, Group: adulti, Belt: nera, Peso: 74
Id: b4, Group: bambini, Belt: verde, Peso: 17
Id: b5, Group: bambini, Belt: gialla, Peso: 11
Id: b6, Group: bambini, Belt: bianca, Peso: 34
Id: b7, Group: bambini, Belt: marrone, Peso: 27
Id: b8, Group: bambini, Belt: arancione, Peso: 18
Id: b9, Group: bambini, Belt: bianca, Peso: 23
Id: b10, Group: bambini, Belt: blu, Peso: 29
Id: b11, Group: bambini, Belt: blu, Peso: 35
Id: b12, Group: bambini, Belt: gialla, Peso: 20
Id: b13, Group: bambini, Belt: marrone, Peso: 20
Id: b14, Group: bambini, Belt: marrone, Peso: 10
Id: b15, Group: bambini, Belt: arancione, Peso: 35
Id: b16, Group: bambini, Belt: marrone, Peso: 11
Id: b17, Group: bambini, Belt: gialla, Peso: 27
Id: b18, Group: bambini, Belt: marrone, Peso: 26
Id: b19, Group: bambini, Belt: arancione, Peso: 20
Id: b20, Group: bambini, Belt: arancione, Peso: 18
Id: b21, Group: bambini, Belt: arancione, Peso: 35
Id: b22, Group: bambini, Belt: verde, Peso: 32
Id: b23, Group: bambini, Belt: blu, Peso: 37
Id: b24, Group: bambini, Belt: verde, Peso: 40
Id: b25, Group: bambini, Belt: verde, Peso: 22
Id: b26, Group: bambini, Belt: arancione, Peso: 26
Id: b27, Group: bambini, Belt: blu, Peso: 30
Id: b28, Group: bambini, Belt: nera, Peso: 25
Id: b29, Group: bambini, Belt: gialla, Peso: 37
Id: b30, Group: bambini, Belt: marrone, Peso: 33
Id: b31, Group: bambini, Belt: bianca, Peso: 36
Id: b32, Group: bambini, Belt: arancione, Peso: 16
Id: b33, Group: bambini, Belt: verde, Peso: 25
Id: b34, Group: bambini, Belt: nera, Peso: 37
Id: b35, Group: bambini, Belt: gialla, Peso: 19
Id: b36, Group: bambini, Belt: verde, Peso: 30
Id: b37, Group: bambini, Belt: verde, Peso: 31
Id: b38, Group: bambini, Belt: blu, Peso: 26
Id: b39, Group: bambini, Belt: gialla, Peso: 35
Id: b40, Group: bambini, Belt: bianca, Peso: 17
