Id: a1, Group: adulti, Belt: bianca, Peso: 72
Id: b14, Group: bambini, Belt: marrone, Peso: 13
Id: b15, Group: bambini, Belt: gialla, Peso: 30
Id: b16, Group: bambini, Belt: gialla, Peso: 33
Id: b17, Group: bambini, Belt: nera, Peso: 31
Id: b18, Group: bambini, Belt: marrone, Peso: 17
Id: b19, Group: bambini, Belt: verde, Peso: 25
Id: b20, Group: bambini, Belt: nera, Peso: 14
Id: b21, Group: bambini, Belt: bianca, Peso: 37
Id: b22, Group: bambini, Belt: gialla, Peso: 19
Id: b23, Group: bambini, Belt: nera, Peso: 24
Id: b24, Group: bambini, Belt: gialla, Peso: 26
Id: b25, Group: bambini, Belt: verde, Peso: 11
Id: b26, Group: bambini, Belt: marrone, Peso: 18
Id: b27, Group: bambini, Belt: bianca, Peso: 13
Id: b28, Group: bambini, Belt: gialla, Peso: 39
Id: b29, Group: bambini, Belt: nera, Peso: 21
Id: b30, Group: bambini, Belt: bianca, Peso: 32
Id: b31, Group: bambini, Belt: arancione, Peso: 23
Id: b32, Group: bambini, Belt: nera, Peso: 26
Id: b33, Group: bambini, Belt: marrone, Peso: 34
Id: b34, Group: bambini, Belt: verde, Peso: 35
Id: b35, Group: bambini, Belt: marrone, Peso: 21
Id: b36, Group: bambini, Belt: nera, Peso: 24
Id: b37, Group: bambini, Belt: arancione, Peso: 11
Id: b38, Group: bambini, Belt: blu, Peso: 18
Id: b39, Group: bambini, Belt: gialla, Peso: 35
Id: b40, Group: bambini, Belt: marrone, Peso: 32
