Id: a1, Group: adulti, Belt: arancione, Peso: 81
Id: b9, Group: bambini, Belt: verde, Peso: 14
Id: b10, Group: bambini, Belt: blu, Peso: 24
Id: b11, Group: bambini, Belt: marrone, Peso: 19
Id: b12, Group: bambini, Belt: bianca, Peso: 18
Id: b13, Group: bambini, Belt: blu, Peso: 10
Id: b14, Group: bambini, Belt: marrone, Peso: 24
Id: b15, Group: bambini, Belt: arancione, Peso: 38
Id: b16, Group: bambini, Belt: arancione, Peso: 27
Id: b17, Group: bambini, Belt: gialla, Peso: 21
Id: b18, Group: bambini, Belt: verde, Peso: 19
Id: b19, Group: bambini, Belt: arancione, Peso: 25
Id: b20, Group: bambini, Belt: verde, Peso: 17
Id: b21, Group: bambini, Belt: gialla, Peso: 26
Id: b22, Group: bambini, Belt: gialla, Peso: 10
Id: b23, Group: bambini, Belt: nera, Peso: 15
Id: b24, Group: bambini, Belt: verde, Peso: 32
Id: b25, Group: bambini, Belt: arancione, Peso: 34
Id: b26, Group: bambini, Belt: nera, Peso: 30
Id: b27, Group: bambini, Belt: marrone, Peso: 16
Id: b28, Group: bambini, Belt: blu, Peso: 34
Id: b29, Group: bambini, Belt: bianca, Peso: 39
Id: b30, Group: bambini, Belt: blu, Peso: 13
Id: b31, Group: bambini, Belt: bianca, Peso: 40
Id: b32, Group: bambini, Belt: verde, Peso: 18
Id: b33, Group: bambini, Belt: nera, Peso: 11
Id: b34, Group: bambini, Belt: verde, Peso: 11
Id: b35, Group: bambini, Belt: verde, Peso: 27
Id: b36, Group: bambini, Belt: marrone, Peso: 26
Id: b37, Group: bambini, Belt: blu, Peso: 20
Id: b38, Group: bambini, Belt: nera, Peso: 24
Id: b39, Group: bambini, Belt: verde, Peso: 25
Id: b40, Group: bambini, Belt: bianca, Peso: 13
