Id: a1, Group: adulti, Belt: marrone, Peso: 51
Id: r21, Group: ragazzi, Belt: blu, Peso: 61
Id: r22, Group: ragazzi, Belt: verde, Peso: 40
Id: r23, Group: ragazzi, Belt: arancione, Peso: 53
Id: r24, Group: ragazzi, Belt: gialla, Peso: 40
Id: r25, Group: ragazzi, Belt: blu, Peso: 52
Id: r26, Group: ragazzi, Belt: verde, Peso: 50
Id: r27, Group: ragazzi, Belt: bianca, Peso: 56
Id: r28, Group: ragazzi, Belt: verde, Peso: 68
Id: r29, Group: ragazzi, Belt: marrone, Peso: 46
Id: r30, Group: ragazzi, Belt: verde, Peso: 64
Id: r31, Group: ragazzi, Belt: blu, Peso: 40
Id: r32, Group: ragazzi, Belt: marrone, Peso: 48
Id: r33, Group: ragazzi, Belt: arancione, Peso: 53
Id: r34, Group: ragazzi, Belt: verde, Peso: 64
Id: b1, Group: bambini, Belt: verde, Peso: 12
Id: b2, Group: bambini, Belt: gialla, Peso: 31
Id: b3, Group: bambini, Belt: marrone, Peso: 14
Id: b4, Group: bambini, Belt: gialla, Peso: 25
Id: b5, Group: bambini, Belt: blu, Peso: 15
Id: b6, Group: bambini, Belt: marrone, Peso: 37
Id: b7, Group: bambini, Belt: arancione, Peso: 21
Id: b8, Group: bambini, Belt: verde, Peso: 27
Id: b9, Group: bambini, Belt: nera, Peso: 28
Id: b10, Group: bambini, Belt: blu, Peso: 14
Id: b11, Group: bambini, Belt: nera, Peso: 36
Id: b12, Group: bambini, Belt: gialla, Peso: 13
Id: b13, Group: bambini, Belt: blu, Peso: 28
Id: b14, Group: bambini, Belt: marrone, Peso: 14
Id: b15, Group: bambini, Belt: blu, Peso: 40
Id: b16, Group: bambini, Belt: blu, Peso: 22
Id: b17, Group: bambini, Belt: marrone, Peso: 23
Id: b18, Group: bambini, Belt: nera, Peso: 14
Id: b19, Group: bambini, Belt: marrone, Peso: 27
Id: b20, Group: bambini, Belt: bianca, Peso: 40
Id: b21, Group: bambini, Belt: arancione, Peso: 26
Id: b22, Group: bambini, Belt: gialla, Peso: 19
Id: b23, Group: bambini, Belt: blu, Peso: 32
Id: b24, Group: bambini, Belt: gialla, Peso: 14
Id: b25, Group: bambini, Belt: marrone, Peso: 11
Id: b26, Group: bambini, Belt: bianca, Peso: 18
Id: b27, Group: bambini, Belt: verde, Peso: 25
Id: b28, Group: bambini, Belt: verde, Peso: 12
Id: b29, Group: bambini, Belt: blu, Peso: 27
Id: b30, Group: bambini, Belt: bianca, Peso: 22
Id: b31, Group: bambini, Belt: verde, Peso: 29
Id: b32, Group: bambini, Belt: gialla, Peso: 22
Id: b33, Group: bambini, Belt: verde, Peso: 31
Id: b34, Group: bambini, Belt: verde, Peso: 27
Id: b35, Group: bambini, Belt: nera, Peso: 10
Id: b36, Group: bambini, Belt: verde, Peso: 20
Id: b37, Group: bambini, Belt: verde, Peso: 39
Id: b38, Group: bambini, Belt: gialla, Peso: 13
Id: b39, Group: bambini, Belt: bianca, Peso: 11
Id: b40, Group: bambini, Belt: gialla, Peso: 12
