Id: a1, Group: adulti, Belt: nera, Peso: 73
Id: b4, Group: bambini, Belt: arancione, Peso: 24
Id: b5, Group: bambini, Belt: arancione, Peso: 27
Id: b6, Group: bambini, Belt: bianca, Peso: 25
Id: b7, Group: bambini, Belt: marrone, Peso: 17
Id: b8, Group: bambini, Belt: nera, Peso: 21
Id: b9, Group: bambini, Belt: gialla, Peso: 15
Id: b10, Group: bambini, Belt: blu, Peso: 27
Id: b11, Group: bambini, Belt: arancione, Peso: 39
Id: b12, Group: bambini, Belt: gialla, Peso: 11
Id: b13, Group: bambini, Belt: nera, Peso: 15
Id: b14, Group: bambini, Belt: verde, Peso: 10
Id: b15, Group: bambini, Belt: gialla, Peso: 24
Id: b16, Group: bambini, Belt: verde, Peso: 10
Id: b17, Group: bambini, Belt: blu, Peso: 34
Id: b18, Group: bambini, Belt: verde, Peso: 32
Id: b19, Group: bambini, Belt: blu, Peso: 24
Id: b20, Group: bambini, Belt: marrone, Peso: 37
Id: b21, Group: bambini, Belt: nera, Peso: 27
Id: b22, Group: bambini, Belt: blu, Peso: 14
Id: b23, Group: bambini, Belt: blu, Peso: 28
Id: b24, Group: bambini, Belt: nera, Peso: 24
Id: b25, Group: bambini, Belt: arancione, Peso: 28
Id: b26, Group: bambini, Belt: nera, Peso: 27
Id: b27, Group: bambini, Belt: verde, Peso: 10
Id: b28, Group: bambini, Belt: verde, Peso: 37
Id: b29, Group: bambini, Belt: blu, Peso: 12
Id: b30, Group: bambini, Belt: bianca, Peso: 22
Id: b31, Group: bambini, Belt: blu, Peso: 24
Id: b32, Group: bambini, Belt: marrone, Peso: 19
Id: b33, Group: bambini, Belt: bianca, Peso: 32
Id: b34, Group: bambini, Belt: gialla, Peso: 18
Id: b35, Group: bambini, Belt: verde, Peso: 31
Id: b36, Group: bambini, Belt: marrone, Peso: 37
Id: b37, Group: bambini, Belt: bianca, Peso: 32
Id: b38, Group: bambini, Belt: bianca, Peso: 29
Id: b39, Group: bambini, Belt: marrone, Peso: 18
Id: b40, Group: bambini, Belt: blu, Peso: 11
