Id: a1, Group: adulti, Belt: verde, Peso: 86
Id: r24, Group: ragazzi, Belt: bianca, Peso: 66
Id: r25, Group: ragazzi, Belt: nera, Peso: 45
Id: r26, Group: ragazzi, Belt: marrone, Peso: 63
Id: r27, Group: ragazzi, Belt: blu, Peso: 63
Id: r28, Group: ragazzi, Belt: nera, Peso: 53
Id: r29, Group: ragazzi, Belt: blu, Peso: 48
Id: r30, Group: ragazzi, Belt: blu, Peso: 61
Id: r31, Group: ragazzi, Belt: gialla, Peso: 52
Id: r32, Group: ragazzi, Belt: blu, Peso: 43
Id: r33, Group: ragazzi, Belt: bianca, Peso: 58
Id: r34, Group: ragazzi, Belt: verde, Peso: 46
Id: b1, Group: bambini, Belt: arancione, Peso: 21
Id: b2, Group: bambini, Belt: arancione, Peso: 38
Id: b3, Group: bambini, Belt: verde, Peso: 16
Id: b4, Group: bambini, Belt: blu, Peso: 35
Id: b5, Group: bambini, Belt: bianca, Peso: 28
Id: b6, Group: bambini, Belt: marrone, Peso: 36
Id: b7, Group: bambini, Belt: verde, Peso: 16
Id: b8, Group: bambini, Belt: nera, Peso: 30
Id: b9, Group: bambini, Belt: nera, Peso: 21
Id: b10, Group: bambini, Belt: nera, Peso: 10
Id: b11, Group: bambini, Belt: gialla, Peso: 27
Id: b12, Group: bambini, Belt: gialla, Peso: 40
Id: b13, Group: bambini, Belt: blu, Peso: 15
Id: b14, Group: bambini, Belt: marrone, Peso: 20
Id: b15, Group: bambini, Belt: verde, Peso: 22
Id: b16, Group: bambini, Belt: verde, Peso: 23
Id: b17, Group: bambini, Belt: marrone, Peso: 35
Id: b18, Group: bambini, Belt: arancione, Peso: 32
Id: b19, Group: bambini, Belt: blu, Peso: 24
Id: b20, Group: bambini, Belt: marrone, Peso: 14
Id: b21, Group: bambini, Belt: nera, Peso: 29
Id: b22, Group: bambini, Belt: marrone, Peso: 12
Id: b23, Group: bambini, Belt: bianca, Peso: 28
Id: b24, Group: bambini, Belt: marrone, Peso: 40
Id: b25, Group: bambini, Belt: gialla, Peso: 35
Id: b26, Group: bambini, Belt: marrone, Peso: 30
Id: b27, Group: bambini, Belt: bianca, Peso: 39
Id: b28, Group: bambini, Belt: nera, Peso: 25
Id: b29, Group: bambini, Belt: verde, Peso: 13
Id: b30, Group: bambini, Belt: bianca, Peso: 34
Id: b31, Group: bambini, Belt: marrone, Peso: 12
Id: b32, Group: bambini, Belt: arancione, Peso: 28
Id: b33, Group: bambini, Belt: verde, Peso: 18
Id: b34, Group: bambini, Belt: bianca, Peso: 11
Id: b35, Group: bambini, Belt: blu, Peso: 22
Id: b36, Group: bambini, Belt: blu, Peso: 10
Id: b37, Group: bambini, Belt: nera, Peso: 24
Id: b38, Group: bambini, Belt: verde, Peso: 11
Id: b39, Group: bambini, Belt: blu, Peso: 20
Id: b40, Group: bambini, Belt: marrone, Peso: 13
