Id: a1, Group: adulti, Belt: blu, Peso: 96
Id: b11, Group: bambini, Belt: arancione, Peso: 18
Id: b12, Group: bambini, Belt: blu, Peso: 34
Id: b13, Group: bambini, Belt: arancione, Peso: 32
Id: b14, Group: bambini, Belt: blu, Peso: 26
Id: b15, Group: bambini, Belt: blu, Peso: 29
Id: b16, Group: bambini, Belt: nera, Peso: 29
Id: b17, Group: bambini, Belt: bianca, Peso: 23
Id: b18, Group: bambini, Belt: blu, Peso: 37
Id: b19, Group: bambini, Belt: nera, Peso: 40
Id: b20, Group: bambini, Belt: marrone, Peso: 26
Id: b21, Group: bambini, Belt: blu, Peso: 10
Id: b22, Group: bambini, Belt: marrone, Peso: 32
Id: b23, Group: bambini, Belt: gialla, Peso: 28
Id: b24, Group: bambini, Belt: arancione, Peso: 29
Id: b25, Group: bambini, Belt: arancione, Peso: 30
Id: b26, Group: bambini, Belt: blu, Peso: 29
Id: b27, Group: bambini, Belt: marrone, Peso: 40
Id: b28, Group: bambini, Belt: verde, Peso: 33
Id: b29, Group: bambini, Belt: nera, Peso: 27
Id: b30, Group: bambini, Belt: arancione, Peso: 29
Id: b31, Group: bambini, Belt: bianca, Peso: 19
Id: b32, Group: bambini, Belt: nera, Peso: 33
Id: b33, Group: bambini, Belt: bianca, Peso: 32
Id: b34, Group: bambini, Belt: marrone, Peso: 36
Id: b35, Group: bambini, Belt: blu, Peso: 39
Id: b36, Group: bambini, Belt: marrone, Peso: 37
Id: b37, Group: bambini, Belt: nera, Peso: 39
Id: b38, Group: bambini, Belt: blu, Peso: 23
Id: b39, Group: bambini, Belt: arancione, Peso: 23
Id: b40, Group: bambini, Belt: arancione, Peso: 19
