Id: a1, Group: adulti, Belt: arancione, Peso: 83
Id: r23, Group: ragazzi, Belt: marrone, Peso: 60
Id: r24, Group: ragazzi, Belt: arancione, Peso: 65
Id: r25, Group: ragazzi, Belt: verde, Peso: 63
Id: r26, Group: ragazzi, Belt: blu, Peso: 47
Id: r27, Group: ragazzi, Belt: verde, Peso: 43
Id: r28, Group: ragazzi, Belt: verde, Peso: 45
Id: r29, Group: ragazzi, Belt: marrone, Peso: 60
Id: r30, Group: ragazzi, Belt: marrone, Peso: 61
Id: r31, Group: ragazzi, Belt: verde, Peso: 54
Id: r32, Group: ragazzi, Belt: bianca, Peso: 59
Id: r33, Group: ragazzi, Belt: blu, Peso: 60
Id: r34, Group: ragazzi, Belt: marrone, Peso: 41
Id: b1, Group: bambini, Belt: gialla, Peso: 10
Id: b2, Group: bambini, Belt: bianca, Peso: 33
Id: b3, Group: bambini, Belt: arancione, Peso: 33
Id: b4, Group: bambini, Belt: arancione, Peso: 33
Id: b5, Group: bambini, Belt: blu, Peso: 33
Id: b6, Group: bambini, Belt: arancione, Peso: 15
Id: b7, Group: bambini, Belt: gialla, Peso: 22
Id: b8, Group: bambini, Belt: nera, Peso: 20
Id: b9, Group: bambini, Belt: nera, Peso: 31
Id: b10, Group: bambini, Belt: arancione, Peso: 23
Id: b11, Group: bambini, Belt: arancione, Peso: 38
Id: b12, Group: bambini, Belt: arancione, Peso: 34
Id: b13, Group: bambini, Belt: arancione, Peso: 28
Id: b14, Group: bambini, Belt: arancione, Peso: 12
Id: b15, Group: bambini, Belt: gialla, Peso: 19
Id: b16, Group: bambini, Belt: gialla, Peso: 23
Id: b17, Group: bambini, Belt: verde, Peso: 40
Id: b18, Group: bambini, Belt: marrone, Peso: 16
Id: b19, Group: bambini, Belt: bianca, Peso: 28
Id: b20, Group: bambini, Belt: gialla, Peso: 23
Id: b21, Group: bambini, Belt: blu, Peso: 15
Id: b22, Group: bambini, Belt: gialla, Peso: 13
Id: b23, Group: bambini, Belt: bianca, Peso: 33
Id: b24, Group: bambini, Belt: blu, Peso: 29
Id: b25, Group: bambini, Belt: gialla, Peso: 16
Id: b26, Group: bambini, Belt: blu, Peso: 14
Id: b27, Group: bambini, Belt: gialla, Peso: 14
Id: b28, Group: bambini, Belt: gialla, Peso: 34
Id: b29, Group: bambini, Belt: gialla, Peso: 28
Id: b30, Group: bambini, Belt: gialla, Peso: 23
Id: b31, Group: bambini, Belt: bianca, Peso: 28
Id: b32, Group: bambini, Belt: bianca, Peso: 19
Id: b33, Group: bambini, Belt: verde, Peso: 37
Id: b34, Group: bambini, Belt: blu, Peso: 36
Id: b35, Group: bambini, Belt: blu, Peso: 32
Id: b36, Group: bambini, Belt: marrone, Peso: 23
Id: b37, Group: bambini, Belt: nera, Peso: 38
Id: b38, Group: bambini, Belt: blu, Peso: 21
Id: b39, Group: bambini, Belt: arancione, Peso: 14
Id: b40, Group: bambini, Belt: arancione, Peso: 20
