Id: a1, Group: adulti, Belt: marrone, Peso: 64
Id: r29, Group: ragazzi, Belt: bianca, Peso: 69
Id: r30, Group: ragazzi, Belt: nera, Peso: 61
Id: r31, Group: ragazzi, Belt: arancione, Peso: 50
Id: r32, Group: ragazzi, Belt: nera, Peso: 51
Id: r33, Group: ragazzi, Belt: marrone, Peso: 67
Id: r34, Group: ragazzi, Belt: arancione, Peso: 43
Id: b1, Group: bambini, Belt: bianca, Peso: 24
Id: b2, Group: bambini, Belt: arancione, Peso: 21
Id: b3, Group: bambini, Belt: marrone, Peso: 36
Id: b4, Group: bambini, Belt: blu, Peso: 17
Id: b5, Group: bambini, Belt: marrone, Peso: 11
Id: b6, Group: bambini, Belt: verde, Peso: 33
Id: b7, Group: bambini, Belt: nera, Peso: 28
Id: b8, Group: bambini, Belt: gialla, Peso: 15
Id: b9, Group: bambini, Belt: arancione, Peso: 38
Id: b10, Group: bambini, Belt: arancione, Peso: 37
Id: b11, Group: bambini, Belt: arancione, Peso: 24
Id: b12, Group: bambini, Belt: arancione, Peso: 15
Id: b13, Group: bambini, Belt: verde, Peso: 29
Id: b14, Group: bambini, Belt: gialla, Peso: 35
Id: b15, Group: bambini, Belt: gialla, Peso: 14
Id: b16, Group: bambini, Belt: verde, Peso: 23
Id: b17, Group: bambini, Belt: nera, Peso: 36
Id: b18, Group: bambini, Belt: nera, Peso: 11
Id: b19, Group: bambini, Belt: bianca, Peso: 30
Id: b20, Group: bambini, Belt: gialla, Peso: 13
Id: b21, Group: bambini, Belt: blu, Peso: 29
Id: b22, Group: bambini, Belt: verde, Peso: 25
Id: b23, Group: bambini, Belt: verde, Peso: 16
Id: b24, Group: bambini, Belt: marrone, Peso: 37
Id: b25, Group: bambini, Belt: gialla, Peso: 17
Id: b26, Group: bambini, Belt: gialla, Peso: 18
Id: b27, Group: bambini, Belt: verde, Peso: 34
Id: b28, Group: bambini, Belt: marrone, Peso: 22
Id: b29, Group: bambini, Belt: gialla, Peso: 28
Id: b30, Group: bambini, Belt: nera, Peso: 19
Id: b31, Group: bambini, Belt: gialla, Peso: 26
Id: b32, Group: bambini, Belt: bianca, Peso: 22
Id: b33, Group: bambini, Belt: verde, Peso: 15
Id: b34, Group: bambini, Belt: nera, Peso: 24
Id: b35, Group: bambini, Belt: blu, Peso: 35
Id: b36, Group: bambini, Belt: arancione, Peso: 21
Id: b37, Group: bambini, Belt: gialla, Peso: 12
Id: b38, Group: bambini, Belt: bianca, Peso: 36
Id: b39, Group: bambini, Belt: blu, Peso: 21
Id: b40, Group: bambini, Belt: verde, Peso: 34
