Id: a1, Group: adulti, Belt: nera, Peso: 60
Id: b23, Group: bambini, Belt: arancione, Peso: 33
Id: b24, Group: bambini, Belt: verde, Peso: 39
Id: b25, Group: bambini, Belt: arancione, Peso: 31
Id: b26, Group: bambini, Belt: bianca, Peso: 34
Id: b27, Group: bambini, Belt: nera, Peso: 30
Id: b28, Group: bambini, Belt: bianca, Peso: 23
Id: b29, Group: bambini, Belt: blu, Peso: 35
Id: b30, Group: bambini, Belt: marrone, Peso: 32
Id: b31, Group: bambini, Belt: marrone, Peso: 15
Id: b32, Group: bambini, Belt: gialla, Peso: 36
Id: b33, Group: bambini, Belt: marrone, Peso: 22
Id: b34, Group: bambini, Belt: nera, Peso: 18
Id: b35, Group: bambini, Belt: bianca, Peso: 34
Id: b36, Group: bambini, Belt: gialla, Peso: 30
Id: b37, Group: bambini, Belt: marrone, Peso: 31
Id: b38, Group: bambini, Belt: nera, Peso: 39
Id: b39, Group: bambini, Belt: blu, Peso: 35
Id: b40, Group: bambini, Belt: blu, Peso: 10
