Id: a1, Group: adulti, Belt: blu, Peso: 99
Id: r13, Group: ragazzi, Belt: blu, Peso: 49
Id: r14, Group: ragazzi, Belt: marrone, Peso: 64
Id: r15, Group: ragazzi, Belt: blu, Peso: 53
Id: r16, Group: ragazzi, Belt: verde, Peso: 61
Id: r17, Group: ragazzi, Belt: bianca, Peso: 50
Id: r18, Group: ragazzi, Belt: gialla, Peso: 55
Id: r19, Group: ragazzi, Belt: nera, Peso: 68
Id: r20, Group: ragazzi, Belt: arancione, Peso: 52
Id: r21, Group: ragazzi, Belt: arancione, Peso: 56
Id: r22, Group: ragazzi, Belt: gialla, Peso: 69
Id: r23, Group: ragazzi, Belt: verde, Peso: 63
Id: r24, Group: ragazzi, Belt: nera, Peso: 42
Id: r25, Group: ragazzi, Belt: arancione, Peso: 49
Id: r26, Group: ragazzi, Belt: bianca, Peso: 47
Id: r27, Group: ragazzi, Belt: verde, Peso: 48
Id: r28, Group: ragazzi, Belt: arancione, Peso: 53
Id: r29, Group: ragazzi, Belt: marrone, Peso: 47
Id: r30, Group: ragazzi, Belt: bianca, Peso: 46
Id: r31, Group: ragazzi, Belt: blu, Peso: 66
Id: r32, Group: ragazzi, Belt: blu, Peso: 40
Id: r33, Group: ragazzi, Belt: gialla, Peso: 60
Id: r34, Group: ragazzi, Belt: gialla, Peso: 55
Id: b1, Group: bambini, Belt: arancione, Peso: 25
Id: b2, Group: bambini, Belt: nera, Peso: 39
Id: b3, Group: bambini, Belt: nera, Peso: 27
Id: b4, Group: bambini, Belt: nera, Peso: 13
Id: b5, Group: bambini, Belt: verde, Peso: 28
Id: b6, Group: bambini, Belt: verde, Peso: 25
Id: b7, Group: bambini, Belt: nera, Peso: 18
Id: b8, Group: bambini, Belt: gialla, Peso: 13
Id: b9, Group: bambini, Belt: marrone, Peso: 13
Id: b10, Group: bambini, Belt: blu, Peso: 30
Id: b11, Group: bambini, Belt: nera, Peso: 28
Id: b12, Group: bambini, Belt: nera, Peso: 35
Id: b13, Group: bambini, Belt: bianca, Peso: 19
Id: b14, Group: bambini, Belt: verde, Peso: 17
Id: b15, Group: bambini, Belt: nera, Peso: 23
Id: b16, Group: bambini, Belt: marrone, Peso: 10
Id: b17, Group: bambini, Belt: bianca, Peso: 35
Id: b18, Group: bambini, Belt: blu, Peso: 18
Id: b19, Group: bambini, Belt: gialla, Peso: 24
Id: b20, Group: bambini, Belt: blu, Peso: 21
Id: b21, Group: bambini, Belt: bianca, Peso: 18
Id: b22, Group: bambini, Belt: verde, Peso: 33
Id: b23, Group: bambini, Belt: verde, Peso: 33
Id: b24, Group: bambini, Belt: verde, Peso: 19
Id: b25, Group: bambini, Belt: marrone, Peso: 37
Id: b26, Group: bambini, Belt: bianca, Peso: 19
Id: b27, Group: bambini, Belt: verde, Peso: 31
Id: b28, Group: bambini, Belt: gialla, Peso: 19
Id: b29, Group: bambini, Belt: bianca, Peso: 12
Id: b30, Group: bambini, Belt: arancione, Peso: 35
Id: b31, Group: bambini, Belt: marrone, Peso: 26
Id: b32, Group: bambini, Belt: bianca, Peso: 24
Id: b33, Group: bambini, Belt: gialla, Peso: 17
Id: b34, Group: bambini, Belt: bianca, Peso: 33
Id: b35, Group: bambini, Belt: blu, Peso: 23
Id: b36, Group: bambini, Belt: arancione, Peso: 24
Id: b37, Group: bambini, Belt: gialla, Peso: 19
Id: b38, Group: bambini, Belt: blu, Peso: 38
Id: b39, Group: bambini, Belt: arancione, Peso: 34
Id: b40, Group: bambini, Belt: gialla, Peso: 27
