Id: a1, Group: adulti, Belt: arancione, Peso: 66
Id: b9, Group: bambini, Belt: blu, Peso: 38
Id: b10, Group: bambini, Belt: blu, Peso: 16
Id: b11, Group: bambini, Belt: blu, Peso: 28
Id: b12, Group: bambini, Belt: gialla, Peso: 19
Id: b13, Group: bambini, Belt: gialla, Peso: 14
Id: b14, Group: bambini, Belt: verde, Peso: 12
Id: b15, Group: bambini, Belt: nera, Peso: 33
Id: b16, Group: bambini, Belt: bianca, Peso: 34
Id: b17, Group: bambini, Belt: gialla, Peso: 30
Id: b18, Group: bambini, Belt: blu, Peso: 19
Id: b19, Group: bambini, Belt: arancione, Peso: 21
Id: b20, Group: bambini, Belt: blu, Peso: 27
Id: b21, Group: bambini, Belt: nera, Peso: 16
Id: b22, Group: bambini, Belt: nera, Peso: 24
Id: b23, Group: bambini, Belt: verde, Peso: 20
Id: b24, Group: bambini, Belt: verde, Peso: 32
Id: b25, Group: bambini, Belt: gialla, Peso: 10
Id: b26, Group: bambini, Belt: blu, Peso: 39
Id: b27, Group: bambini, Belt: arancione, Peso: 15
Id: b28, Group: bambini, Belt: blu, Peso: 24
Id: b29, Group: bambini, Belt: bianca, Peso: 29
Id: b30, Group: bambini, Belt: blu, Peso: 39
Id: b31, Group: bambini, Belt: bianca, Peso: 10
Id: b32, Group: bambini, Belt: nera, Peso: 38
Id: b33, Group: bambini, Belt: bianca, Peso: 26
Id: b34, Group: bambini, Belt: gialla, Peso: 24
Id: b35, Group: bambini, Belt: blu, Peso: 33
Id: b36, Group: bambini, Belt: bianca, Peso: 40
Id: b37, Group: bambini, Belt: bianca, Peso: 10
Id: b38, Group: bambini, Belt: bianca, Peso: 10
Id: b39, Group: bambini, Belt: gialla, Peso: 16
Id: b40, Group: bambini, Belt: bianca, Peso: 25
