Id: a1, Group: adulti, Belt: bianca, Peso: 87
Id: r18, Group: ragazzi, Belt: gialla, Peso: 55
Id: r19, Group: ragazzi, Belt: bianca, Peso: 70
Id: r20, Group: ragazzi, Belt: bianca, Peso: 69
Id: r21, Group: ragazzi, Belt: verde, Peso: 55
Id: r22, Group: ragazzi, Belt: nera, Peso: 50
Id: r23, Group: ragazzi, Belt: bianca, Peso: 42
Id: r24, Group: ragazzi, Belt: marrone, Peso: 64
Id: r25, Group: ragazzi, Belt: verde, Peso: 64
Id: r26, Group: ragazzi, Belt: blu, Peso: 40
Id: r27, Group: ragazzi, Belt: marrone, Peso: 43
Id: r28, Group: ragazzi, Belt: nera, Peso: 59
Id: r29, Group: ragazzi, Belt: marrone, Peso: 51
Id: r30, Group: ragazzi, Belt: marrone, Peso: 45
Id: r31, Group: ragazzi, Belt: blu, Peso: 58
Id: r32, Group: ragazzi, Belt: verde, Peso: 62
Id: r33, Group: ragazzi, Belt: gialla, Peso: 49
Id: r34, Group: ragazzi, Belt: gialla, Peso: 52
Id: b1, Group: bambini, Belt: arancione, Peso: 10
Id: b2, Group: bambini, Belt: blu, Peso: 10
Id: b3, Group: bambini, Belt: blu, Peso: 28
Id: b4, Group: bambini, Belt: nera, Peso: 18
Id: b5, Group: bambini, Belt: gialla, Peso: 36
Id: b6, Group: bambini, Belt: blu, Peso: 10
Id: b7, Group: bambini, Belt: arancione, Peso: 14
Id: b8, Group: bambini, Belt: marrone, Peso: 40
Id: b9, Group: bambini, Belt: gialla, Peso: 25
Id: b10, Group: bambini, Belt: nera, Peso: 28
Id: b11, Group: bambini, Belt: nera, Peso: 29
Id: b12, Group: bambini, Belt: arancione, Peso: 12
Id: b13, Group: bambini, Belt: gialla, Peso: 18
Id: b14, Group: bambini, Belt: nera, Peso: 15
Id: b15, Group: bambini, Belt: marrone, Peso: 33
Id: b16, Group: bambini, Belt: arancione, Peso: 10
Id: b17, Group: bambini, Belt: gialla, Peso: 35
Id: b18, Group: bambini, Belt: blu, Peso: 27
Id: b19, Group: bambini, Belt: blu, Peso: 27
Id: b20, Group: bambini, Belt: verde, Peso: 26
Id: b21, Group: bambini, Belt: arancione, Peso: 21
Id: b22, Group: bambini, Belt: gialla, Peso: 11
Id: b23, Group: bambini, Belt: gialla, Peso: 16
Id: b24, Group: bambini, Belt: bianca, Peso: 34
Id: b25, Group: bambini, Belt: bianca, Peso: 22
Id: b26, Group: bambini, Belt: bianca, Peso: 24
Id: b27, Group: bambini, Belt: arancione, Peso: 29
Id: b28, Group: bambini, Belt: arancione, Peso: 21
Id: b29, Group: bambini, Belt: bianca, Peso: 17
Id: b30, Group: bambini, Belt: arancione, Peso: 16
Id: b31, Group: bambini, Belt: bianca, Peso: 36
Id: b32, Group: bambini, Belt: blu, Peso: 39
Id: b33, Group: bambini, Belt: arancione, Peso: 36
Id: b34, Group: bambini, Belt: blu, Peso: 34
Id: b35, Group: bambini, Belt: verde, Peso: 16
Id: b36, Group: bambini, Belt: bianca, Peso: 13
Id: b37, Group: bambini, Belt: nera, Peso: 11
Id: b38, Group: bambini, Belt: blu, Peso: 32
Id: b39, Group: bambini, Belt: bianca, Peso: 10
Id: b40, Group: bambini, Belt: blu, Peso: 23
