Id: a1, Group: adulti, Belt: arancione, Peso: 65
Id: r27, Group: ragazzi, Belt: bianca, Peso: 70
Id: r28, Group: ragazzi, Belt: verde, Peso: 60
Id: r29, Group: ragazzi, Belt: blu, Peso: 52
Id: r30, Group: ragazzi, Belt: gialla, Peso: 56
Id: r31, Group: ragazzi, Belt: nera, Peso: 59
Id: r32, Group: ragazzi, Belt: bianca, Peso: 70
Id: r33, Group: ragazzi, Belt: bianca, Peso: 54
Id: r34, Group: ragazzi, Belt: blu, Peso: 60
Id: b1, Group: bambini, Belt: nera, Peso: 25
Id: b2, Group: bambini, Belt: blu, Peso: 14
Id: b3, Group: bambini, Belt: blu, Peso: 10
Id: b4, Group: bambini, Belt: verde, Peso: 26
Id: b5, Group: bambini, Belt: nera, Peso: 34
Id: b6, Group: bambini, Belt: blu, Peso: 21
Id: b7, Group: bambini, Belt: bianca, Peso: 21
Id: b8, Group: bambini, Belt: gialla, Peso: 23
Id: b9, Group: bambini, Belt: bianca, Peso: 12
Id: b10, Group: bambini, Belt: bianca, Peso: 31
Id: b11, Group: bambini, Belt: verde, Peso: 14
Id: b12, Group: bambini, Belt: verde, Peso: 26
Id: b13, Group: bambini, Belt: verde, Peso: 27
Id: b14, Group: bambini, Belt: marrone, Peso: 37
Id: b15, Group: bambini, Belt: nera, Peso: 31
Id: b16, Group: bambini, Belt: arancione, Peso: 18
Id: b17, Group: bambini, Belt: bianca, Peso: 30
Id: b18, Group: bambini, Belt: blu, Peso: 30
Id: b19, Group: bambini, Belt: verde, Peso: 33
Id: b20, Group: bambini, Belt: nera, Peso: 20
Id: b21, Group: bambini, Belt: verde, Peso: 13
Id: b22, Group: bambini, Belt: verde, Peso: 17
Id: b23, Group: bambini, Belt: bianca, Peso: 23
Id: b24, Group: bambini, Belt: nera, Peso: 11
Id: b25, Group: bambini, Belt: bianca, Peso: 16
Id: b26, Group: bambini, Belt: gialla, Peso: 31
Id: b27, Group: bambini, Belt: bianca, Peso: 33
Id: b28, Group: bambini, Belt: gialla, Peso: 39
Id: b29, Group: bambini, Belt: bianca, Peso: 27
Id: b30, Group: bambini, Belt: blu, Peso: 28
Id: b31, Group: bambini, Belt: nera, Peso: 22
Id: b32, Group: bambini, Belt: marrone, Peso: 16
Id: b33, Group: bambini, Belt: blu, Peso: 28
Id: b34, Group: bambini, Belt: blu, Peso: 16
Id: b35, Group: bambini, Belt: gialla, Peso: 22
Id: b36, Group: bambini, Belt: blu, Peso: 31
Id: b37, Group: bambini, Belt: gialla, Peso: 35
Id: b38, Group: bambini, Belt: marrone, Peso: 25
Id: b39, Group: bambini, Belt: bianca, Peso: 22
Id: b40, Group: bambini, Belt: arancione, Peso: 33
