Id: a1, Group: adulti, Belt: verde, Peso: 53
Id: r22, Group: ragazzi, Belt: verde, Peso: 52
Id: r23, Group: ragazzi, Belt: verde, Peso: 56
Id: r24, Group: ragazzi, Belt: arancione, Peso: 57
Id: r25, Group: ragazzi, Belt: nera, Peso: 55
Id: r26, Group: ragazzi, Belt: gialla, Peso: 59
Id: r27, Group: ragazzi, Belt: marrone, Peso: 69
Id: r28, Group: ragazzi, Belt: gialla, Peso: 55
Id: r29, Group: ragazzi, Belt: arancione, Peso: 43
Id: r30, Group: ragazzi, Belt: arancione, Peso: 61
Id: r31, Group: ragazzi, Belt: gialla, Peso: 63
Id: r32, Group: ragazzi, Belt: blu, Peso: 46
Id: r33, Group: ragazzi, Belt: arancione, Peso: 65
Id: r34, Group: ragazzi, Belt: marrone, Peso: 52
Id: b1, Group: bambini, Belt: blu, Peso: 16
Id: b2, Group: bambini, Belt: nera, Peso: 20
Id: b3, Group: bambini, Belt: blu, Peso: 40
Id: b4, Group: bambini, Belt: gialla, Peso: 34
Id: b5, Group: bambini, Belt: bianca, Peso: 16
Id: b6, Group: bambini, Belt: verde, Peso: 25
Id: b7, Group: bambini, Belt: bianca, Peso: 14
Id: b8, Group: bambini, Belt: blu, Peso: 31
Id: b9, Group: bambini, Belt: blu, Peso: 37
Id: b10, Group: bambini, Belt: verde, Peso: 37
Id: b11, Group: bambini, Belt: marrone, Peso: 23
Id: b12, Group: bambini, Belt: verde, Peso: 39
Id: b13, Group: bambini, Belt: marrone, Peso: 17
Id: b14, Group: bambini, Belt: blu, Peso: 30
Id: b15, Group: bambini, Belt: arancione, Peso: 30
Id: b16, Group: bambini, Belt: bianca, Peso: 30
Id: b17, Group: bambini, Belt: arancione, Peso: 40
Id: b18, Group: bambini, Belt: bianca, Peso: 31
Id: b19, Group: bambini, Belt: gialla, Peso: 37
Id: b20, Group: bambini, Belt: bianca, Peso: 35
Id: b21, Group: bambini, Belt: bianca, Peso: 32
Id: b22, Group: bambini, Belt: arancione, Peso: 40
Id: b23, Group: bambini, Belt: nera, Peso: 28
Id: b24, Group: bambini, Belt: arancione, Peso: 25
Id: b25, Group: bambini, Belt: blu, Peso: 22
Id: b26, Group: bambini, Belt: gialla, Peso: 30
Id: b27, Group: bambini, Belt: marrone, Peso: 39
Id: b28, Group: bambini, Belt: arancione, Peso: 32
Id: b29, Group: bambini, Belt: gialla, Peso: 17
Id: b30, Group: bambini, Belt: arancione, Peso: 30
Id: b31, Group: bambini, Belt: nera, Peso: 24
Id: b32, Group: bambini, Belt: marrone, Peso: 39
Id: b33, Group: bambini, Belt: verde, Peso: 37
Id: b34, Group: bambini, Belt: nera, Peso: 40
Id: b35, Group: bambini, Belt: gialla, Peso: 25
Id: b36, Group: bambini, Belt: gialla, Peso: 29
Id: b37, Group: bambini, Belt: verde, Peso: 35
Id: b38, Group: bambini, Belt: gialla, Peso: 25
Id: b39, Group: bambini, Belt: marrone, Peso: 39
Id: b40, Group: bambini, Belt: verde, Peso: 31
