Id: a1, Group: adulti, Belt: nera, Peso: 100
Id: b2, Group: bambini, Belt: gialla, Peso: 17
Id: b3, Group: bambini, Belt: nera, Peso: 35
Id: b4, Group: bambini, Belt: arancione, Peso: 27
Id: b5, Group: bambini, Belt: marrone, Peso: 33
Id: b6, Group: bambini, Belt: gialla, Peso: 22
Id: b7, Group: bambini, Belt: bianca, Peso: 18
Id: b8, Group: bambini, Belt: blu, Peso: 29
Id: b9, Group: bambini, Belt: nera, Peso: 37
Id: b10, Group: bambini, Belt: gialla, Peso: 23
Id: b11, Group: bambini, Belt: blu, Peso: 39
Id: b12, Group: bambini, Belt: verde, Peso: 22
Id: b13, Group: bambini, Belt: gialla, Peso: 37
Id: b14, Group: bambini, Belt: bianca, Peso: 24
Id: b15, Group: bambini, Belt: marrone, Peso: 11
Id: b16, Group: bambini, Belt: marrone, Peso: 38
Id: b17, Group: bambini, Belt: nera, Peso: 23
Id: b18, Group: bambini, Belt: marrone, Peso: 30
Id: b19, Group: bambini, Belt: gialla, Peso: 37
Id: b20, Group: bambini, Belt: gialla, Peso: 23
Id: b21, Group: bambini, Belt: blu, Peso: 16
Id: b22, Group: bambini, Belt: marrone, Peso: 18
Id: b23, Group: bambini, Belt: bianca, Peso: 38
Id: b24, Group: bambini, Belt: marrone, Peso: 37
Id: b25, Group: bambini, Belt: verde, Peso: 24
Id: b26, Group: bambini, Belt: gialla, Peso: 32
Id: b27, Group: bambini, Belt: arancione, Peso: 33
Id: b28, Group: bambini, Belt: nera, Peso: 17
Id: b29, Group: bambini, Belt: verde, Peso: 37
Id: b30, Group: bambini, Belt: verde, Peso: 36
Id: b31, Group: bambini, Belt: marrone, Peso: 25
Id: b32, Group: bambini, Belt: verde, Peso: 16
Id: b33, Group: bambini, Belt: marrone, Peso: 28
Id: b34, Group: bambini, Belt: arancione, Peso: 25
Id: b35, Group: bambini, Belt: marrone, Peso: 12
Id: b36, Group: bambini, Belt: blu, Peso: 34
Id: b37, Group: bambini, Belt: gialla, Peso: 25
Id: b38, Group: bambini, Belt: marrone, Peso: 36
Id: b39, Group: bambini, Belt: blu, Peso: 38
Id: b40, Group: bambini, Belt: nera, Peso: 24
