Id: a1, Group: adulti, Belt: blu, Peso: 62
Id: b14, Group: bambini, Belt: arancione, Peso: 12
Id: b15, Group: bambini, Belt: nera, Peso: 33
Id: b16, Group: bambini, Belt: bianca, Peso: 38
Id: b17, Group: bambini, Belt: blu, Peso: 39
Id: b18, Group: bambini, Belt: blu, Peso: 26
Id: b19, Group: bambini, Belt: nera, Peso: 31
Id: b20, Group: bambini, Belt: arancione, Peso: 36
Id: b21, Group: bambini, Belt: bianca, Peso: 14
Id: b22, Group: bambini, Belt: bianca, Peso: 14
Id: b23, Group: bambini, Belt: blu, Peso: 33
Id: b24, Group: bambini, Belt: gialla, Peso: 12
Id: b25, Group: bambini, Belt: verde, Peso: 22
Id: b26, Group: bambini, Belt: nera, Peso: 23
Id: b27, Group: bambini, Belt: blu, Peso: 20
Id: b28, Group: bambini, Belt: bianca, Peso: 23
Id: b29, Group: bambini, Belt: verde, Peso: 39
Id: b30, Group: bambini, Belt: marrone, Peso: 33
Id: b31, Group: bambini, Belt: verde, Peso: 35
Id: b32, Group: bambini, Belt: marrone, Peso: 40
Id: b33, Group: bambini, Belt: arancione, Peso: 32
Id: b34, Group: bambini, Belt: gialla, Peso: 39
Id: b35, Group: bambini, Belt: verde, Peso: 21
Id: b36, Group: bambini, Belt: arancione, Peso: 12
Id: b37, Group: bambini, Belt: gialla, Peso: 23
Id: b38, Group: bambini, Belt: marrone, Peso: 39
Id: b39, Group: bambini, Belt: gialla, Peso: 23
Id: b40, Group: bambini, Belt: arancione, Peso: 10
