Id: a1, Group: adulti, Belt: bianca, Peso: 54
Id: r18, Group: ragazzi, Belt: verde, Peso: 42
Id: r19, Group: ragazzi, Belt: gialla, Peso: 56
Id: r20, Group: ragazzi, Belt: gialla, Peso: 60
Id: r21, Group: ragazzi, Belt: gialla, Peso: 46
Id: r22, Group: ragazzi, Belt: nera, Peso: 66
Id: r23, Group: ragazzi, Belt: gialla, Peso: 53
Id: r24, Group: ragazzi, Belt: nera, Peso: 68
Id: r25, Group: ragazzi, Belt: arancione, Peso: 62
Id: r26, Group: ragazzi, Belt: blu, Peso: 68
Id: r27, Group: ragazzi, Belt: verde, Peso: 51
Id: r28, Group: ragazzi, Belt: bianca, Peso: 64
Id: r29, Group: ragazzi, Belt: nera, Peso: 60
Id: r30, Group: ragazzi, Belt: arancione, Peso: 62
Id: r31, Group: ragazzi, Belt: bianca, Peso: 43
Id: r32, Group: ragazzi, Belt: blu, Peso: 68
Id: r33, Group: ragazzi, Belt: arancione, Peso: 55
Id: r34, Group: ragazzi, Belt: marrone, Peso: 47
Id: b1, Group: bambini, Belt: verde, Peso: 36
Id: b2, Group: bambini, Belt: marrone, Peso: 26
Id: b3, Group: bambini, Belt: gialla, Peso: 15
Id: b4, Group: bambini, Belt: arancione, Peso: 33
Id: b5, Group: bambini, Belt: marrone, Peso: 25
Id: b6, Group: bambini, Belt: marrone, Peso: 28
Id: b7, Group: bambini, Belt: gialla, Peso: 10
Id: b8, Group: bambini, Belt: bianca, Peso: 32
Id: b9, Group: bambini, Belt: marrone, Peso: 37
Id: b10, Group: bambini, Belt: bianca, Peso: 38
Id: b11, Group: bambini, Belt: gialla, Peso: 39
Id: b12, Group: bambini, Belt: nera, Peso: 21
Id: b13, Group: bambini, Belt: bianca, Peso: 17
Id: b14, Group: bambini, Belt: bianca, Peso: 22
Id: b15, Group: bambini, Belt: nera, Peso: 36
Id: b16, Group: bambini, Belt: gialla, Peso: 39
Id: b17, Group: bambini, Belt: nera, Peso: 26
Id: b18, Group: bambini, Belt: marrone, Peso: 37
Id: b19, Group: bambini, Belt: nera, Peso: 32
Id: b20, Group: bambini, Belt: gialla, Peso: 16
Id: b21, Group: bambini, Belt: blu, Peso: 40
Id: b22, Group: bambini, Belt: blu, Peso: 30
Id: b23, Group: bambini, Belt: verde, Peso: 15
Id: b24, Group: bambini, Belt: blu, Peso: 13
Id: b25, Group: bambini, Belt: verde, Peso: 23
Id: b26, Group: bambini, Belt: nera, Peso: 24
Id: b27, Group: bambini, Belt: blu, Peso: 11
Id: b28, Group: bambini, Belt: verde, Peso: 37
Id: b29, Group: bambini, Belt: nera, Peso: 36
Id: b30, Group: bambini, Belt: gialla, Peso: 25
Id: b31, Group: bambini, Belt: marrone, Peso: 21
Id: b32, Group: bambini, Belt: verde, Peso: 15
Id: b33, Group: bambini, Belt: bianca, Peso: 38
Id: b34, Group: bambini, Belt: marrone, Peso: 34
Id: b35, Group: bambini, Belt: gialla, Peso: 12
Id: b36, Group: bambini, Belt: bianca, Peso: 30
Id: b37, Group: bambini, Belt: verde, Peso: 39
Id: b38, Group: bambini, Belt: gialla, Peso: 13
Id: b39, Group: bambini, Belt: arancione, Peso: 28
Id: b40, Group: bambini, Belt: blu, Peso: 33
