Id: a1, Group: adulti, Belt: nera, Peso: 78
Id: r11, Group: ragazzi, Belt: arancione, Peso: 53
Id: r12, Group: ragazzi, Belt: arancione, Peso: 68
Id: r13, Group: ragazzi, Belt: marrone, Peso: 63
Id: r14, Group: ragazzi, Belt: nera, Peso: 42
Id: r15, Group: ragazzi, Belt: bianca, Peso: 42
Id: r16, Group: ragazzi, Belt: bianca, Peso: 51
Id: r17, Group: ragazzi, Belt: nera, Peso: 67
Id: r18, Group: ragazzi, Belt: arancione, Peso: 47
Id: r19, Group: ragazzi, Belt: arancione, Peso: 69
Id: r20, Group: ragazzi, Belt: bianca, Peso: 42
Id: r21, Group: ragazzi, Belt: arancione, Peso: 55
Id: r22, Group: ragazzi, Belt: verde, Peso: 70
Id: r23, Group: ragazzi, Belt: arancione, Peso: 45
Id: r24, Group: ragazzi, Belt: marrone, Peso: 56
Id: r25, Group: ragazzi, Belt: marrone, Peso: 49
Id: r26, Group: ragazzi, Belt: blu, Peso: 70
Id: r27, Group: ragazzi, Belt: marrone, Peso: 44
Id: r28, Group: ragazzi, Belt: nera, Peso: 69
Id: r29, Group: ragazzi, Belt: marrone, Peso: 59
Id: r30, Group: ragazzi, Belt: arancione, Peso: 68
Id: r31, Group: ragazzi, Belt: marrone, Peso: 49
Id: r32, Group: ragazzi, Belt: arancione, Peso: 67
Id: r33, Group: ragazzi, Belt: blu, Peso: 57
Id: r34, Group: ragazzi, Belt: verde, Peso: 62
Id: b1, Group: bambini, Belt: arancione, Peso: 20
Id: b2, Group: bambini, Belt: marrone, Peso: 12
Id: b3, Group: bambini, Belt: arancione, Peso: 29
Id: b4, Group: bambini, Belt: arancione, Peso: 32
Id: b5, Group: bambini, Belt: blu, Peso: 23
Id: b6, Group: bambini, Belt: verde, Peso: 30
Id: b7, Group: bambini, Belt: verde, Peso: 34
Id: b8, Group: bambini, Belt: blu, Peso: 23
Id: b9, Group: bambini, Belt: marrone, Peso: 12
Id: b10, Group: bambini, Belt: gialla, Peso: 32
Id: b11, Group: bambini, Belt: arancione, Peso: 33
Id: b12, Group: bambini, Belt: blu, Peso: 13
Id: b13, Group: bambini, Belt: verde, Peso: 32
Id: b14, Group: bambini, Belt: verde, Peso: 38
Id: b15, Group: bambini, Belt: marrone, Peso: 15
Id: b16, Group: bambini, Belt: bianca, Peso: 40
Id: b17, Group: bambini, Belt: marrone, Peso: 24
Id: b18, Group: bambini, Belt: verde, Peso: 17
Id: b19, Group: bambini, Belt: gialla, Peso: 25
Id: b20, Group: bambini, Belt: bianca, Peso: 29
Id: b21, Group: bambini, Belt: blu, Peso: 35
Id: b22, Group: bambini, Belt: verde, Peso: 22
Id: b23, Group: bambini, Belt: nera, Peso: 26
Id: b24, Group: bambini, Belt: arancione, Peso: 25
Id: b25, Group: bambini, Belt: arancione, Peso: 37
Id: b26, Group: bambini, Belt: nera, Peso: 31
Id: b27, Group: bambini, Belt: bianca, Peso: 39
Id: b28, Group: bambini, Belt: blu, Peso: 23
Id: b29, Group: bambini, Belt: blu, Peso: 23
Id: b30, Group: bambini, Belt: blu, Peso: 11
Id: b31, Group: bambini, Belt: marrone, Peso: 19
Id: b32, Group: bambini, Belt: marrone, Peso: 34
Id: b33, Group: bambini, Belt: arancione, Peso: 17
Id: b34, Group: bambini, Belt: gialla, Peso: 38
Id: b35, Group: bambini, Belt: blu, Peso: 11
Id: b36, Group: bambini, Belt: bianca, Peso: 17
Id: b37, Group: bambini, Belt: gialla, Peso: 29
Id: b38, Group: bambini, Belt: marrone, Peso: 17
Id: b39, Group: bambini, Belt: verde, Peso: 37
Id: b40, Group: bambini, Belt: marrone, Peso: 15
