Id: a1, Group: adulti, Belt: nera, Peso: 80
Id: r10, Group: ragazzi, Belt: gialla, Peso: 56
Id: r11, Group: ragazzi, Belt: verde, Peso: 46
Id: r12, Group: ragazzi, Belt: marrone, Peso: 63
Id: r13, Group: ragazzi, Belt: nera, Peso: 43
Id: r14, Group: ragazzi, Belt: verde, Peso: 56
Id: r15, Group: ragazzi, Belt: arancione, Peso: 47
Id: r16, Group: ragazzi, Belt: bianca, Peso: 56
Id: r17, Group: ragazzi, Belt: gialla, Peso: 51
Id: r18, Group: ragazzi, Belt: bianca, Peso: 63
Id: r19, Group: ragazzi, Belt: arancione, Peso: 51
Id: r20, Group: ragazzi, Belt: arancione, Peso: 56
Id: r21, Group: ragazzi, Belt: blu, Peso: 58
Id: r22, Group: ragazzi, Belt: nera, Peso: 60
Id: r23, Group: ragazzi, Belt: nera, Peso: 45
Id: r24, Group: ragazzi, Belt: gialla, Peso: 58
Id: r25, Group: ragazzi, Belt: bianca, Peso: 61
Id: r26, Group: ragazzi, Belt: bianca, Peso: 66
Id: r27, Group: ragazzi, Belt: nera, Peso: 52
Id: r28, Group: ragazzi, Belt: arancione, Peso: 58
Id: r29, Group: ragazzi, Belt: gialla, Peso: 43
Id: r30, Group: ragazzi, Belt: gialla, Peso: 60
Id: r31, Group: ragazzi, Belt: blu, Peso: 66
Id: r32, Group: ragazzi, Belt: verde, Peso: 64
Id: r33, Group: ragazzi, Belt: bianca, Peso: 70
Id: r34, Group: ragazzi, Belt: bianca, Peso: 64
Id: b1, Group: bambini, Belt: bianca, Peso: 19
Id: b2, Group: bambini, Belt: gialla, Peso: 15
Id: b3, Group: bambini, Belt: bianca, Peso: 14
Id: b4, Group: bambini, Belt: arancione, Peso: 21
Id: b5, Group: bambini, Belt: nera, Peso: 18
Id: b6, Group: bambini, Belt: blu, Peso: 21
Id: b7, Group: bambini, Belt: marrone, Peso: 37
Id: b8, Group: bambini, Belt: nera, Peso: 31
Id: b9, Group: bambini, Belt: blu, Peso: 25
Id: b10, Group: bambini, Belt: bianca, Peso: 22
Id: b11, Group: bambini, Belt: bianca, Peso: 30
Id: b12, Group: bambini, Belt: arancione, Peso: 24
Id: b13, Group: bambini, Belt: marrone, Peso: 24
Id: b14, Group: bambini, Belt: nera, Peso: 13
Id: b15, Group: bambini, Belt: nera, Peso: 37
Id: b16, Group: bambini, Belt: nera, Peso: 21
Id: b17, Group: bambini, Belt: gialla, Peso: 25
Id: b18, Group: bambini, Belt: gialla, Peso: 10
Id: b19, Group: bambini, Belt: marrone, Peso: 34
Id: b20, Group: bambini, Belt: nera, Peso: 32
Id: b21, Group: bambini, Belt: gialla, Peso: 14
Id: b22, Group: bambini, Belt: marrone, Peso: 36
Id: b23, Group: bambini, Belt: blu, Peso: 12
Id: b24, Group: bambini, Belt: blu, Peso: 33
Id: b25, Group: bambini, Belt: arancione, Peso: 23
Id: b26, Group: bambini, Belt: arancione, Peso: 22
Id: b27, Group: bambini, Belt: bianca, Peso: 29
Id: b28, Group: bambini, Belt: verde, Peso: 15
Id: b29, Group: bambini, Belt: marrone, Peso: 35
Id: b30, Group: bambini, Belt: marrone, Peso: 30
Id: b31, Group: bambini, Belt: nera, Peso: 37
Id: b32, Group: bambini, Belt: nera, Peso: 36
Id: b33, Group: bambini, Belt: arancione, Peso: 34
Id: b34, Group: bambini, Belt: arancione, Peso: 10
Id: b35, Group: bambini, Belt: blu, Peso: 32
Id: b36, Group: bambini, Belt: arancione, Peso: 29
Id: b37, Group: bambini, Belt: arancione, Peso: 23
Id: b38, Group: bambini, Belt: bianca, Peso: 30
Id: b39, Group: bambini, Belt: nera, Peso: 34
Id: b40, Group: bambini, Belt: marrone, Peso: 18
